Beach Name,Water Temperature,Turbidity,Transducer Depth,Measurement ID
Calumet Beach,19.5,1.09,1.366,CalumetBeach201406151900
63rd Street Beach,17.5,0.78,1.598,63rdStreetBeach201406151900
Montrose Beach,18.5,1.42,1.502,MontroseBeach201406151900
Osterman Beach,18.7,3.36,1.182,OstermanBeach201406151900
Ohio Street Beach,17.6,2.01,1.519,OhioStreetBeach201406151900
Rainbow Beach,17.4,1.03,1.373,RainbowBeach201406151900
Calumet Beach,19.3,0.98,1.421,CalumetBeach201406152200
63rd Street Beach,17.9,0.73,1.684,63rdStreetBeach201406152200
Montrose Beach,18.2,1.98,1.646,MontroseBeach201406152200
Osterman Beach,18.2,2.52,1.333,OstermanBeach201406152200
Ohio Street Beach,17.3,1.74,1.705,OhioStreetBeach201406152200
Rainbow Beach,16.8,0.87,1.476,RainbowBeach201406152200
Calumet Beach,19.6,1.12,1.463,CalumetBeach201406152000
63rd Street Beach,17.7,0.72,1.713,63rdStreetBeach201406152000
Montrose Beach,18.6,1.49,1.589,MontroseBeach201406152000
Osterman Beach,18.6,3.09,1.286,OstermanBeach201406152000
Ohio Street Beach,17.5,1.78,1.667,OhioStreetBeach201406152000
Rainbow Beach,17.3,1,1.524,RainbowBeach201406152000
Calumet Beach,19.5,1.07,1.337,CalumetBeach201406152100
63rd Street Beach,18.3,0.83,1.615,63rdStreetBeach201406152100
Montrose Beach,18.9,2.03,1.534,MontroseBeach201406152100
Osterman Beach,18.5,2.73,1.231,OstermanBeach201406152100
Ohio Street Beach,17.4,1.73,1.636,OhioStreetBeach201406152100
Rainbow Beach,17,0.85,1.362,RainbowBeach201406152100
Calumet Beach,18.8,0.92,1.505,CalumetBeach201406162400
63rd Street Beach,17.2,0.79,1.705,63rdStreetBeach201406162400
Montrose Beach,17.4,1.83,1.62,MontroseBeach201406162400
Osterman Beach,17.7,2.07,1.298,OstermanBeach201406162400
Ohio Street Beach,17.3,1.71,1.7,OhioStreetBeach201406162400
Rainbow Beach,16.7,0.78,1.513,RainbowBeach201406162400
Calumet Beach,18.6,0.87,1.417,CalumetBeach201406160100
63rd Street Beach,17.2,0.77,1.685,63rdStreetBeach201406160100
Montrose Beach,17.3,1.67,1.609,MontroseBeach201406160100
Osterman Beach,17.7,2.21,1.283,OstermanBeach201406160100
Ohio Street Beach,17.3,1.84,1.625,OhioStreetBeach201406160100
Rainbow Beach,16.6,0.75,1.464,RainbowBeach201406160100
Calumet Beach,18.3,0.85,1.493,CalumetBeach201406160300
63rd Street Beach,16.9,0.63,1.689,63rdStreetBeach201406160300
Montrose Beach,17.2,1.55,1.622,MontroseBeach201406160300
Osterman Beach,17,1.78,1.302,OstermanBeach201406160300
Ohio Street Beach,17.3,1.62,1.698,OhioStreetBeach201406160300
Rainbow Beach,16.4,0.72,1.481,RainbowBeach201406160300
Calumet Beach,18.2,0.88,1.518,CalumetBeach201406160400
63rd Street Beach,16.8,0.68,1.776,63rdStreetBeach201406160400
Montrose Beach,17.1,1.41,1.674,MontroseBeach201406160400
Osterman Beach,16.9,1.56,1.35,OstermanBeach201406160400
Ohio Street Beach,17.3,1.49,1.725,OhioStreetBeach201406160400
Rainbow Beach,16.4,0.71,1.57,RainbowBeach201406160400
Calumet Beach,18.1,0.98,1.447,CalumetBeach201406160500
63rd Street Beach,16.7,0.61,1.67,63rdStreetBeach201406160500
Montrose Beach,17.1,1.44,1.665,MontroseBeach201406160500
Osterman Beach,16.7,1.48,1.339,OstermanBeach201406160500
Ohio Street Beach,17.3,1.43,1.713,OhioStreetBeach201406160500
Rainbow Beach,16.4,0.69,1.481,RainbowBeach201406160500
Calumet Beach,18.2,0.88,1.55,CalumetBeach201406160700
63rd Street Beach,16.7,0.54,1.764,63rdStreetBeach201406160700
Montrose Beach,16.9,1.24,1.654,MontroseBeach201406160700
Osterman Beach,16.5,1.16,1.326,OstermanBeach201406160700
Ohio Street Beach,17.4,1.77,1.713,OhioStreetBeach201406160700
Rainbow Beach,16.5,0.65,1.551,RainbowBeach201406160700
Calumet Beach,18.7,1.03,1.461,CalumetBeach201406160900
63rd Street Beach,17.3,0.55,1.713,63rdStreetBeach201406160900
Montrose Beach,17.4,1.15,1.612,MontroseBeach201406160900
Osterman Beach,17.1,1.22,1.294,OstermanBeach201406160900
Calumet Beach,18.6,1.01,1.455,CalumetBeach201406160800
63rd Street Beach,16.9,0.55,1.741,63rdStreetBeach201406160800
Montrose Beach,17.2,1.35,1.684,MontroseBeach201406160800
Osterman Beach,16.9,1.26,1.352,OstermanBeach201406160800
Ohio Street Beach,17.8,1.93,1.73,OhioStreetBeach201406160800
Rainbow Beach,16.7,0.74,1.531,RainbowBeach201406160800
Ohio Street Beach,18,1.78,1.681,OhioStreetBeach201406160900
Rainbow Beach,17.1,0.72,1.496,RainbowBeach201406160900
Calumet Beach,18.8,0.95,1.441,CalumetBeach201406161000
63rd Street Beach,17.6,0.55,1.677,63rdStreetBeach201406161000
Montrose Beach,17.6,1.21,1.645,MontroseBeach201406161000
Osterman Beach,17.5,1.01,1.319,OstermanBeach201406161000
Ohio Street Beach,18.4,1.5,1.695,OhioStreetBeach201406161000
Calumet Beach,19.9,1,1.409,CalumetBeach201406161300
63rd Street Beach,18.1,0.57,1.668,63rdStreetBeach201406161300
Montrose Beach,18.3,0.96,1.612,MontroseBeach201406161300
Osterman Beach,18.9,0.74,1.29,OstermanBeach201406161300
Ohio Street Beach,19,1.75,1.669,OhioStreetBeach201406161300
Rainbow Beach,19,0.75,1.445,RainbowBeach201406161300
Calumet Beach,19.5,1.1,1.275,CalumetBeach201406170800
63rd Street Beach,15.9,0.48,1.414,63rdStreetBeach201406170800
Montrose Beach,16.2,0.27,1.39,MontroseBeach201406170800
Osterman Beach,16.2,1.31,1.022,OstermanBeach201406170800
Ohio Street Beach,17.8,1.41,1.488,OhioStreetBeach201406170800
Rainbow Beach,15.5,0.7,1.25,RainbowBeach201406170800
Montrose Beach,18,0.79,1.586,MontroseBeach201406161500
Osterman Beach,18.3,0.88,1.266,OstermanBeach201406161500
Ohio Street Beach,18.5,2.06,1.673,OhioStreetBeach201406161500
Calumet Beach,20.3,1.18,1.477,CalumetBeach201406161600
63rd Street Beach,19.2,0.53,1.778,63rdStreetBeach201406161600
Montrose Beach,17.7,0.69,1.661,MontroseBeach201406161600
Osterman Beach,17.9,0.85,1.336,OstermanBeach201406161600
Ohio Street Beach,18.3,1.96,1.745,OhioStreetBeach201406161600
Rainbow Beach,18.5,0.59,1.55,RainbowBeach201406161600
Calumet Beach,20,1.25,1.209,CalumetBeach201406170500
63rd Street Beach,16.3,0.59,1.638,63rdStreetBeach201406170500
Montrose Beach,16,0.27,1.541,MontroseBeach201406170500
Osterman Beach,16.1,0.88,1.229,OstermanBeach201406170500
Ohio Street Beach,17.7,1.57,1.64,OhioStreetBeach201406170500
Rainbow Beach,15.2,0.62,1.374,RainbowBeach201406170500
Calumet Beach,21,0.82,1.457,CalumetBeach201406161700
63rd Street Beach,19.4,0.46,1.698,63rdStreetBeach201406161700
Montrose Beach,17.6,0.59,1.629,MontroseBeach201406161700
Osterman Beach,18.2,0.83,1.31,OstermanBeach201406161700
Ohio Street Beach,18,1.86,1.716,OhioStreetBeach201406161700
Rainbow Beach,18.6,0.81,1.493,RainbowBeach201406161700
Calumet Beach,20.2,1.37,1.479,CalumetBeach201406180100
63rd Street Beach,17.6,0.87,1.642,63rdStreetBeach201406180100
Montrose Beach,17.1,0.4,1.618,MontroseBeach201406180100
Osterman Beach,17,0.7,1.313,OstermanBeach201406180100
Ohio Street Beach,18.2,0.91,1.599,OhioStreetBeach201406180100
Rainbow Beach,16.4,0.82,1.418,RainbowBeach201406180100
Calumet Beach,20.9,0.85,1.445,CalumetBeach201406161800
63rd Street Beach,19.3,0.5,1.682,63rdStreetBeach201406161800
Montrose Beach,17.4,0.51,1.634,MontroseBeach201406161800
Osterman Beach,17.5,0.93,1.316,OstermanBeach201406161800
Ohio Street Beach,18.1,2.06,1.709,OhioStreetBeach201406161800
Rainbow Beach,18,0.8,1.474,RainbowBeach201406161800
Calumet Beach,21.2,1.37,1.448,CalumetBeach201406161900
63rd Street Beach,19.2,0.47,1.672,63rdStreetBeach201406161900
Montrose Beach,17.1,0.49,1.608,MontroseBeach201406161900
Osterman Beach,17.3,0.88,1.271,OstermanBeach201406161900
Ohio Street Beach,17.8,1.82,1.673,OhioStreetBeach201406161900
Rainbow Beach,17.8,0.81,1.447,RainbowBeach201406161900
Ohio Street Beach,17.9,1.71,1.567,OhioStreetBeach201406162000
Rainbow Beach,17.8,0.95,1.38,RainbowBeach201406162000
Calumet Beach,20.7,2.09,1.403,CalumetBeach201406162100
63rd Street Beach,18.6,0.43,1.685,63rdStreetBeach201406162100
Montrose Beach,16.9,0.43,1.626,MontroseBeach201406162100
Osterman Beach,17,0.9,1.304,OstermanBeach201406162100
Ohio Street Beach,17.9,1.86,1.673,OhioStreetBeach201406162100
Rainbow Beach,17.8,1.06,1.463,RainbowBeach201406162100
Calumet Beach,20.5,1.48,1.402,CalumetBeach201406162200
63rd Street Beach,18.2,0.52,1.636,63rdStreetBeach201406162200
Montrose Beach,16.8,0.42,1.554,MontroseBeach201406162200
Osterman Beach,16.8,0.94,1.209,OstermanBeach201406162200
Ohio Street Beach,18,1.77,1.612,OhioStreetBeach201406162200
Rainbow Beach,17.6,0.94,1.444,RainbowBeach201406162200
Calumet Beach,20.5,1.44,1.38,CalumetBeach201406162300
63rd Street Beach,18,0.62,1.606,63rdStreetBeach201406162300
Montrose Beach,16.6,0.41,1.514,MontroseBeach201406162300
Osterman Beach,16.8,1.06,1.198,OstermanBeach201406162300
Ohio Street Beach,17.9,1.74,1.543,OhioStreetBeach201406162300
Calumet Beach,20.5,1.44,1.412,CalumetBeach201406172400
63rd Street Beach,17.3,0.62,1.58,63rdStreetBeach201406172400
Montrose Beach,16.4,0.5,1.537,MontroseBeach201406172400
Osterman Beach,16.7,1.04,1.239,OstermanBeach201406172400
Ohio Street Beach,17.8,1.72,1.621,OhioStreetBeach201406172400
Rainbow Beach,16.7,0.69,1.387,RainbowBeach201406172400
Calumet Beach,20.5,1.32,1.417,CalumetBeach201406170100
63rd Street Beach,17.2,0.62,1.59,63rdStreetBeach201406170100
Montrose Beach,16,0.6,1.613,MontroseBeach201406170100
Osterman Beach,17,1.21,1.309,OstermanBeach201406170100
Ohio Street Beach,17.8,1.82,1.699,OhioStreetBeach201406170100
Rainbow Beach,16.6,0.84,1.42,RainbowBeach201406170100
Calumet Beach,20.4,1.28,1.402,CalumetBeach201406170200
63rd Street Beach,17.1,0.59,1.604,63rdStreetBeach201406170200
Montrose Beach,15.9,0.59,1.56,MontroseBeach201406170200
Osterman Beach,17,0.93,1.233,OstermanBeach201406170200
Ohio Street Beach,17.9,1.8,1.635,OhioStreetBeach201406170200
Rainbow Beach,16.3,0.76,1.347,RainbowBeach201406170200
Calumet Beach,20.4,1.33,1.368,CalumetBeach201406170300
63rd Street Beach,16.8,0.54,1.582,63rdStreetBeach201406170300
Montrose Beach,15.8,0.38,1.533,MontroseBeach201406170300
Osterman Beach,16.8,0.98,1.207,OstermanBeach201406170300
Ohio Street Beach,17.8,1.77,1.569,OhioStreetBeach201406170300
Rainbow Beach,15.8,0.67,1.412,RainbowBeach201406170300
Montrose Beach,15.8,0.34,1.495,MontroseBeach201406170400
Osterman Beach,16.6,0.97,1.163,OstermanBeach201406170400
Ohio Street Beach,17.7,1.61,1.596,OhioStreetBeach201406170400
Rainbow Beach,15.5,0.68,1.502,RainbowBeach201406170400
Calumet Beach,20,1.24,1.231,CalumetBeach201406170600
63rd Street Beach,16.2,0.55,1.511,63rdStreetBeach201406170600
Montrose Beach,16,0.24,1.465,MontroseBeach201406170600
Osterman Beach,15.9,0.88,1.131,OstermanBeach201406170600
Ohio Street Beach,17.8,1.56,1.459,OhioStreetBeach201406170600
Rainbow Beach,15.3,0.57,1.351,RainbowBeach201406170600
Calumet Beach,20.9,1.06,1.522,CalumetBeach201406171600
63rd Street Beach,19,0.53,1.619,63rdStreetBeach201406171600
Montrose Beach,19,0.29,1.672,MontroseBeach201406171600
Osterman Beach,18.6,0.87,1.322,OstermanBeach201406171600
Ohio Street Beach,21.1,1.36,1.717,OhioStreetBeach201406171600
Rainbow Beach,17.9,0.51,1.385,RainbowBeach201406171600
Montrose Beach,16,0.17,1.548,MontroseBeach201406170700
Osterman Beach,16,0.87,1.301,OstermanBeach201406170700
Ohio Street Beach,17.8,1.38,1.695,OhioStreetBeach201406170700
Calumet Beach,19.4,1.08,1.297,CalumetBeach201406170900
63rd Street Beach,16.1,0.46,1.549,63rdStreetBeach201406170900
Montrose Beach,16.5,0.24,1.505,MontroseBeach201406170900
Osterman Beach,16.3,1.52,1.174,OstermanBeach201406170900
Ohio Street Beach,17.9,1.32,1.59,OhioStreetBeach201406170900
Rainbow Beach,15.4,0.84,1.311,RainbowBeach201406170900
Calumet Beach,19.4,1.06,1.271,CalumetBeach201406171000
63rd Street Beach,16.8,0.51,1.341,63rdStreetBeach201406171000
Montrose Beach,17,0.48,1.586,MontroseBeach201406171000
Osterman Beach,16.5,1.11,1.247,OstermanBeach201406171000
Ohio Street Beach,17.9,1.46,1.56,OhioStreetBeach201406171000
Rainbow Beach,15.7,0.63,1.286,RainbowBeach201406171000
Calumet Beach,19.6,0.99,1.586,CalumetBeach201406171100
63rd Street Beach,16.8,0.43,1.849,63rdStreetBeach201406171100
Montrose Beach,17.1,0.57,1.529,MontroseBeach201406171100
Osterman Beach,16.8,0.82,1.31,OstermanBeach201406171100
Ohio Street Beach,18.3,1.14,1.679,OhioStreetBeach201406171100
Calumet Beach,20.1,1.09,1.455,CalumetBeach201406171200
63rd Street Beach,18.1,0.78,1.727,63rdStreetBeach201406171200
Montrose Beach,17.3,0.41,1.469,MontroseBeach201406171200
Osterman Beach,17.3,1.01,1.185,OstermanBeach201406171200
Ohio Street Beach,18.7,1.26,1.463,OhioStreetBeach201406171200
Rainbow Beach,16.2,0.62,1.698,RainbowBeach201406171100
Calumet Beach,20.2,1.04,1.232,CalumetBeach201406171300
63rd Street Beach,17.9,0.59,1.532,63rdStreetBeach201406171300
Calumet Beach,20.6,1.19,1.388,CalumetBeach201406172200
Montrose Beach,17.3,0.25,1.461,MontroseBeach201406171300
Osterman Beach,17.5,1.03,1.195,OstermanBeach201406171300
Ohio Street Beach,19.6,1.19,1.517,OhioStreetBeach201406171300
Rainbow Beach,16.9,0.66,1.298,RainbowBeach201406171300
Calumet Beach,20.4,0.94,1.358,CalumetBeach201406171400
63rd Street Beach,17.9,0.43,1.637,63rdStreetBeach201406171400
Montrose Beach,17.6,0.17,1.661,MontroseBeach201406171400
Osterman Beach,17.9,0.78,1.348,OstermanBeach201406171400
Ohio Street Beach,20.8,1.3,1.493,OhioStreetBeach201406171400
Rainbow Beach,17.6,0.59,1.394,RainbowBeach201406171400
Calumet Beach,21.5,0.87,1.578,CalumetBeach201406171500
63rd Street Beach,20,0.64,1.648,63rdStreetBeach201406171500
Montrose Beach,18.1,0.12,1.68,MontroseBeach201406171500
Osterman Beach,18.1,0.79,1.374,OstermanBeach201406171500
Ohio Street Beach,21.4,0.98,1.688,OhioStreetBeach201406171500
Rainbow Beach,18.4,0.53,1.529,RainbowBeach201406171500
Calumet Beach,20.7,0.84,1.591,CalumetBeach201406171700
63rd Street Beach,18.8,0.61,1.756,63rdStreetBeach201406171700
Montrose Beach,18.9,0.27,1.717,MontroseBeach201406171700
Osterman Beach,18.6,0.69,1.371,OstermanBeach201406171700
Ohio Street Beach,20.5,1.45,1.711,OhioStreetBeach201406171700
Rainbow Beach,18,0.56,1.521,RainbowBeach201406171700
Calumet Beach,21.1,1.67,1.435,CalumetBeach201406171900
63rd Street Beach,18.3,0.52,1.721,63rdStreetBeach201406171900
Calumet Beach,21.1,1.24,1.451,CalumetBeach201406171800
63rd Street Beach,18.6,0.48,1.634,63rdStreetBeach201406171800
Montrose Beach,19.1,0.36,1.614,MontroseBeach201406171800
Osterman Beach,17.9,0.62,1.295,OstermanBeach201406171800
Ohio Street Beach,19.6,1.42,1.627,OhioStreetBeach201406171800
Montrose Beach,18.6,0.27,1.592,MontroseBeach201406171900
Osterman Beach,17.8,0.73,1.276,OstermanBeach201406171900
Ohio Street Beach,18.8,1.3,1.608,OhioStreetBeach201406171900
Rainbow Beach,17.7,1.27,1.462,RainbowBeach201406171900
Calumet Beach,21.2,1.3,1.398,CalumetBeach201406172000
63rd Street Beach,18.5,0.76,1.655,63rdStreetBeach201406172000
Montrose Beach,18.3,0.35,1.531,MontroseBeach201406172000
Osterman Beach,17.5,0.77,1.206,OstermanBeach201406172000
Ohio Street Beach,18.4,1.32,1.582,OhioStreetBeach201406172000
Rainbow Beach,17.1,0.84,1.432,RainbowBeach201406172000
Calumet Beach,20.8,0.84,1.44,CalumetBeach201406172100
63rd Street Beach,18.5,1.44,1.793,63rdStreetBeach201406172100
Montrose Beach,17.9,0.28,1.703,MontroseBeach201406172100
Osterman Beach,17.4,0.7,1.37,OstermanBeach201406172100
Ohio Street Beach,18.3,1.91,1.767,OhioStreetBeach201406172100
Rainbow Beach,17.5,0.82,1.538,RainbowBeach201406172100
63rd Street Beach,18.8,0.75,1.568,63rdStreetBeach201406172200
Montrose Beach,17.5,0.3,1.578,MontroseBeach201406172200
Osterman Beach,17.2,0.62,1.251,OstermanBeach201406172200
Ohio Street Beach,18.1,1.31,1.638,OhioStreetBeach201406172200
Rainbow Beach,17.1,0.91,1.38,RainbowBeach201406172200
Calumet Beach,20.7,2.06,1.389,CalumetBeach201406172300
63rd Street Beach,18.7,0.65,1.615,63rdStreetBeach201406172300
Montrose Beach,17.3,0.36,1.589,MontroseBeach201406172300
Osterman Beach,17,0.59,1.27,OstermanBeach201406172300
Ohio Street Beach,18,1.07,1.677,OhioStreetBeach201406172300
Rainbow Beach,16.9,1.11,1.393,RainbowBeach201406172300
Calumet Beach,20.7,1.93,1.457,CalumetBeach201406182400
63rd Street Beach,18.5,0.53,1.562,63rdStreetBeach201406182400
Montrose Beach,17.1,0.36,1.518,MontroseBeach201406182400
Osterman Beach,16.9,2.14,1.195,OstermanBeach201406182400
Ohio Street Beach,18.1,1.06,1.512,OhioStreetBeach201406182400
Rainbow Beach,16.7,0.78,1.382,RainbowBeach201406182400
Calumet Beach,19.9,1.19,1.481,CalumetBeach201406180200
63rd Street Beach,17.2,0.84,1.626,63rdStreetBeach201406180200
Montrose Beach,17,0.41,1.614,MontroseBeach201406180200
Osterman Beach,17,0.69,1.294,OstermanBeach201406180200
Ohio Street Beach,17.9,1.1,1.691,OhioStreetBeach201406180200
Calumet Beach,19.7,1.1,1.464,CalumetBeach201406180300
63rd Street Beach,16.6,0.75,1.779,63rdStreetBeach201406180300
Calumet Beach,19.3,0.82,1.446,CalumetBeach201406180800
Montrose Beach,16.9,0.39,1.536,MontroseBeach201406180300
Osterman Beach,16.8,0.57,1.217,OstermanBeach201406180300
Ohio Street Beach,17.9,1.19,1.659,OhioStreetBeach201406180300
Rainbow Beach,16.2,0.78,1.435,RainbowBeach201406180200
Calumet Beach,19.7,1.09,1.306,CalumetBeach201406180400
63rd Street Beach,16.5,0.69,1.589,63rdStreetBeach201406180400
Montrose Beach,16.6,0.48,1.542,MontroseBeach201406180400
Osterman Beach,16.7,0.57,1.233,OstermanBeach201406180400
Ohio Street Beach,17.7,0.92,1.596,OhioStreetBeach201406180400
Rainbow Beach,15.8,0.79,1.349,RainbowBeach201406180400
Calumet Beach,19.6,1.04,1.517,CalumetBeach201406180500
63rd Street Beach,16.1,0.7,1.69,63rdStreetBeach201406180500
Montrose Beach,16.8,0.44,1.609,MontroseBeach201406180500
Osterman Beach,16.8,0.51,1.255,OstermanBeach201406180500
Ohio Street Beach,17.6,0.9,1.737,OhioStreetBeach201406180500
Rainbow Beach,15.6,0.8,1.408,RainbowBeach201406180500
Calumet Beach,19.5,1,1.454,CalumetBeach201406180600
63rd Street Beach,16.1,0.61,1.728,63rdStreetBeach201406180600
Montrose Beach,17,0.38,1.506,MontroseBeach201406180600
Osterman Beach,16.6,0.63,1.231,OstermanBeach201406180600
Ohio Street Beach,17.4,0.79,1.577,OhioStreetBeach201406180600
Rainbow Beach,15.6,0.79,1.436,RainbowBeach201406180600
Calumet Beach,19.4,0.83,1.434,CalumetBeach201406180700
63rd Street Beach,16.1,0.47,1.652,63rdStreetBeach201406180700
Montrose Beach,17,0.42,1.623,MontroseBeach201406180700
Osterman Beach,16.5,0.67,1.334,OstermanBeach201406180700
Ohio Street Beach,17.2,0.83,1.68,OhioStreetBeach201406180700
Rainbow Beach,15.6,0.74,1.509,RainbowBeach201406180700
Calumet Beach,19,1.45,1.525,CalumetBeach201406181200
63rd Street Beach,16.1,1.12,1.891,63rdStreetBeach201406181200
63rd Street Beach,16.2,0.62,1.711,63rdStreetBeach201406180800
Montrose Beach,16.9,0.28,1.811,MontroseBeach201406180800
Osterman Beach,16.3,0.63,1.446,OstermanBeach201406180800
Ohio Street Beach,17.7,0.95,1.656,OhioStreetBeach201406180800
Rainbow Beach,15.5,0.86,1.447,RainbowBeach201406180800
Calumet Beach,19.3,0.85,1.241,CalumetBeach201406180900
63rd Street Beach,16.4,0.55,1.56,63rdStreetBeach201406180900
Montrose Beach,16.6,0.53,1.519,MontroseBeach201406180900
Osterman Beach,16.4,0.78,1.219,OstermanBeach201406180900
Ohio Street Beach,18.4,0.72,1.455,OhioStreetBeach201406180900
Rainbow Beach,15.7,0.87,1.255,RainbowBeach201406180900
Calumet Beach,19.3,0.87,1.534,CalumetBeach201406181000
63rd Street Beach,16.6,0.58,1.797,63rdStreetBeach201406181000
Montrose Beach,16.5,0.45,1.634,MontroseBeach201406181000
Osterman Beach,16.3,0.61,1.36,OstermanBeach201406181000
Ohio Street Beach,18.7,1.02,1.804,OhioStreetBeach201406181000
Rainbow Beach,15.8,0.76,1.634,RainbowBeach201406181000
Calumet Beach,19.4,0.9,1.449,CalumetBeach201406181100
63rd Street Beach,17,0.55,1.806,63rdStreetBeach201406181100
Montrose Beach,16.6,0.46,1.595,MontroseBeach201406181100
Osterman Beach,16.6,0.9,1.262,OstermanBeach201406181100
Ohio Street Beach,18.7,0.79,1.673,OhioStreetBeach201406181100
Rainbow Beach,15.9,0.78,1.507,RainbowBeach201406181100
Montrose Beach,16.5,1.08,1.679,MontroseBeach201406181200
Osterman Beach,16.4,0.95,1.38,OstermanBeach201406181200
Ohio Street Beach,18.5,1.09,1.714,OhioStreetBeach201406181200
Rainbow Beach,15.5,1.67,1.718,RainbowBeach201406181200
Calumet Beach,19.1,0.93,1.569,CalumetBeach201406181300
63rd Street Beach,16,1.06,1.669,63rdStreetBeach201406181300
Montrose Beach,16.5,1.2,1.597,MontroseBeach201406181300
Osterman Beach,16.4,1.37,1.231,OstermanBeach201406181300
Ohio Street Beach,18.5,1.31,1.746,OhioStreetBeach201406181300
Rainbow Beach,15.6,1.49,1.46,RainbowBeach201406181300
Calumet Beach,19.3,0.92,1.146,CalumetBeach201406181400
63rd Street Beach,16.2,0.84,1.326,63rdStreetBeach201406181400
Montrose Beach,17,3.76,1.345,MontroseBeach201406181400
Osterman Beach,16.7,1.68,1.144,OstermanBeach201406181400
Ohio Street Beach,18.9,2.11,1.385,OhioStreetBeach201406181400
Calumet Beach,19.2,0.78,1.74,CalumetBeach201406181500
63rd Street Beach,16.6,0.97,1.959,63rdStreetBeach201406181500
Montrose Beach,16.9,1.81,1.896,MontroseBeach201406181500
Osterman Beach,16.5,1.04,1.498,OstermanBeach201406181500
Ohio Street Beach,17.1,0.92,2.058,OhioStreetBeach201406181500
Rainbow Beach,15.7,1.2,1.247,RainbowBeach201406181400
